price_type,commodity,district_id,agri_year,basis,annual_level,months
Wholesale,Potato,OD20,2016-17,published,900.0,12
Wholesale,Potato,OD20,2017-18,published,942.0,12
Wholesale,Potato,OD20,2018-19,published,1610.0,12
Wholesale,Potato,OD20,2019-20,projected,1738.85,12
Wholesale,Potato,OD20,2020-21,projected,1878.0,12
Wholesale,Potato,OD20,2021-22,projected,2028.3,12
Wholesale,Potato,OD20,2022-23,projected,2190.62,12
Wholesale,Potato,OD20,2023-24,projected,2365.93,12
Wholesale,Potato,OD20,2024-25,projected,2555.27,12
Wholesale,Potato,OD21,2013-14,published,1200.0,12
Wholesale,Potato,OD21,2014-15,imputed,1126.72,12
Wholesale,Potato,OD21,2015-16,imputed,1168.23,12
Wholesale,Potato,OD21,2016-17,imputed,943.4,12
Wholesale,Potato,OD21,2017-18,imputed,987.21,12
Wholesale,Potato,OD21,2018-19,published,1650.0,12
Wholesale,Potato,OD21,2019-20,projected,1782.05,12
Wholesale,Potato,OD21,2020-21,projected,1924.66,12
Wholesale,Potato,OD21,2021-22,projected,2078.69,12
Wholesale,Potato,OD21,2022-23,projected,2245.04,12
Wholesale,Potato,OD21,2023-24,projected,2424.71,12
Wholesale,Potato,OD21,2024-25,projected,2618.76,12
Wholesale,Potato,OD22,2013-14,published,1082.0,12
Wholesale,Potato,OD22,2014-15,published,1119.0,12
Wholesale,Potato,OD22,2015-16,published,1201.0,12
Wholesale,Potato,OD22,2016-17,published,968.0,12
Wholesale,Potato,OD22,2017-18,published,1026.0,12
Wholesale,Potato,OD22,2018-19,published,2000.0,12
Wholesale,Potato,OD22,2019-20,projected,2160.06,12
Wholesale,Potato,OD22,2020-21,projected,2332.92,12
Wholesale,Potato,OD22,2021-22,projected,2519.62,12
Wholesale,Potato,OD22,2022-23,projected,2721.26,12
Wholesale,Potato,OD22,2023-24,projected,2939.04,12
Wholesale,Potato,OD22,2024-25,projected,3174.25,12
Wholesale,Potato,OD23,2013-14,published,1267.0,12
Wholesale,Potato,OD23,2014-15,published,1220.0,12
Wholesale,Potato,OD23,2015-16,published,1194.0,12
Wholesale,Potato,OD23,2016-17,published,978.0,12
Wholesale,Potato,OD23,2017-18,published,1011.0,12
Wholesale,Potato,OD23,2018-19,published,1976.0,12
Wholesale,Potato,OD23,2019-20,projected,2134.14,12
Wholesale,Potato,OD23,2020-21,projected,2304.93,12
Wholesale,Potato,OD23,2021-22,projected,2489.39,12
Wholesale,Potato,OD23,2022-23,projected,2688.61,12
Wholesale,Potato,OD23,2023-24,projected,2903.77,12
Wholesale,Potato,OD23,2024-25,projected,3136.16,12
Wholesale,Potato,OD24,2013-14,published,1020.0,12
Wholesale,Potato,OD24,2014-15,imputed,1069.79,12
Wholesale,Potato,OD24,2015-16,published,1138.0,12
Wholesale,Potato,OD24,2016-17,imputed,895.74,12
Wholesale,Potato,OD24,2017-18,imputed,937.33,12
Wholesale,Potato,OD24,2018-19,published,1700.0,12
Wholesale,Potato,OD24,2019-20,projected,1836.05,12
Wholesale,Potato,OD24,2020-21,projected,1982.98,12
Wholesale,Potato,OD24,2021-22,projected,2141.68,12
Wholesale,Potato,OD24,2022-23,projected,2313.07,12
Wholesale,Potato,OD24,2023-24,projected,2498.19,12
Wholesale,Potato,OD24,2024-25,projected,2698.11,12
Wholesale,Potato,OD25,2013-14,published,1250.0,12
Wholesale,Potato,OD25,2014-15,published,1250.0,12
Wholesale,Potato,OD25,2015-16,published,1245.0,12
Wholesale,Potato,OD25,2016-17,published,1011.0,12
Wholesale,Potato,OD25,2017-18,published,1096.0,12
Wholesale,Potato,OD25,2018-19,published,1800.0,12
Wholesale,Potato,OD25,2019-20,projected,1944.05,12
Wholesale,Potato,OD25,2020-21,projected,2099.63,12
Wholesale,Potato,OD25,2021-22,projected,2267.66,12
Wholesale,Potato,OD25,2022-23,projected,2449.14,12
Wholesale,Potato,OD25,2023-24,projected,2645.14,12
Wholesale,Potato,OD25,2024-25,projected,2856.82,12
Wholesale,Potato,OD26,2013-14,published,1133.0,12
Wholesale,Potato,OD26,2014-15,published,1086.0,12
Wholesale,Potato,OD26,2015-16,published,1101.0,12
Wholesale,Potato,OD26,2016-17,published,947.0,12
Wholesale,Potato,OD26,2017-18,published,902.0,12
Wholesale,Potato,OD26,2018-19,published,1717.0,12
Wholesale,Potato,OD26,2019-20,projected,1854.41,12
Wholesale,Potato,OD26,2020-21,projected,2002.81,12
Wholesale,Potato,OD26,2021-22,projected,2163.1,12
Wholesale,Potato,OD26,2022-23,projected,2336.21,12
Wholesale,Potato,OD26,2023-24,projected,2523.17,12
Wholesale,Potato,OD26,2024-25,projected,2725.09,12
Wholesale,Potato,OD27,2013-14,published,1145.0,12
Wholesale,Potato,OD27,2014-15,published,1148.0,12
Wholesale,Potato,OD27,2015-16,published,1140.0,12
Wholesale,Potato,OD27,2016-17,published,963.0,12
Wholesale,Potato,OD27,2017-18,published,1043.0,12
Wholesale,Potato,OD27,2018-19,published,1888.0,12
Wholesale,Potato,OD27,2019-20,projected,2039.09,12
Wholesale,Potato,OD27,2020-21,projected,2202.28,12
Wholesale,Potato,OD27,2021-22,projected,2378.52,12
Wholesale,Potato,OD27,2022-23,projected,2568.87,12
Wholesale,Potato,OD27,2023-24,projected,2774.46,12
Wholesale,Potato,OD27,2024-25,projected,2996.49,12
Wholesale,Potato,OD28,2013-14,published,1186.0,12
Wholesale,Potato,OD28,2014-15,published,1150.0,12
Wholesale,Potato,OD28,2015-16,published,1207.0,12
Wholesale,Potato,OD28,2016-17,published,875.0,12
Wholesale,Potato,OD28,2017-18,published,922.0,12
Wholesale,Potato,OD28,2018-19,published,1543.0,12
Wholesale,Potato,OD28,2019-20,projected,1666.48,12
Wholesale,Potato,OD28,2020-21,projected,1799.85,12
Wholesale,Potato,OD28,2021-22,projected,1943.89,12
Wholesale,Potato,OD28,2022-23,projected,2099.46,12
Wholesale,Potato,OD28,2023-24,projected,2267.47,12
Wholesale,Potato,OD28,2024-25,projected,2448.93,12
Wholesale,Potato,OD29,2013-14,published,1133.0,12
Wholesale,Potato,OD29,2014-15,published,1150.0,12
Wholesale,Potato,OD29,2015-16,published,1264.0,12
Wholesale,Potato,OD29,2016-17,published,900.0,12
Wholesale,Potato,OD29,2017-18,published,982.0,12
Wholesale,Potato,OD29,2018-19,published,1636.0,12
Wholesale,Potato,OD29,2019-20,projected,1766.93,12
Wholesale,Potato,OD29,2020-21,projected,1908.33,12
Wholesale,Potato,OD29,2021-22,projected,2061.05,12
Wholesale,Potato,OD29,2022-23,projected,2225.99,12
Wholesale,Potato,OD29,2023-24,projected,2404.14,12
Wholesale,Potato,OD29,2024-25,projected,2596.54,12
Wholesale,Potato,OD30,2013-14,published,1100.0,12
Wholesale,Potato,OD30,2014-15,published,1000.0,12
Wholesale,Potato,OD30,2015-16,published,1264.0,12
Wholesale,Potato,OD30,2016-17,published,985.0,12
Wholesale,Potato,OD30,2017-18,published,1000.0,12
Wholesale,Potato,OD30,2018-19,published,1920.0,12
Wholesale,Potato,OD30,2019-20,projected,2073.65,12
Wholesale,Potato,OD30,2020-21,projected,2239.61,12
Wholesale,Potato,OD30,2021-22,projected,2418.84,12
Wholesale,Potato,OD30,2022-23,projected,2612.41,12
Wholesale,Potato,OD30,2023-24,projected,2821.48,12
Wholesale,Potato,OD30,2024-25,projected,3047.28,12
Wholesale,Ragi,OD01,2013-14,published,1442.0,12
Wholesale,Ragi,OD01,2014-15,published,1600.0,12
Wholesale,Ragi,OD01,2015-16,published,1829.0,12
Wholesale,Ragi,OD01,2016-17,published,1932.0,12
Wholesale,Ragi,OD01,2017-18,imputed,2098.8,12
Wholesale,Ragi,OD01,2018-19,published,3000.0,12
Wholesale,Ragi,OD01,2019-20,projected,3300.0,12
Wholesale,Ragi,OD01,2020-21,projected,3630.0,12
Wholesale,Ragi,OD01,2021-22,projected,3993.0,12
Wholesale,Ragi,OD01,2022-23,projected,4392.3,12
Wholesale,Ragi,OD01,2023-24,projected,4831.53,12
Wholesale,Ragi,OD01,2024-25,projected,5314.68,12
Wholesale,Ragi,OD02,2013-14,published,1354.0,12
Wholesale,Ragi,OD02,2014-15,published,1500.0,12
Wholesale,Ragi,OD02,2015-16,published,1774.0,12
Wholesale,Ragi,OD02,2016-17,published,1867.0,12
Wholesale,Ragi,OD02,2017-18,imputed,1990.69,12
Wholesale,Ragi,OD02,2018-19,imputed,2789.1,12
Wholesale,Ragi,OD02,2019-20,projected,2028.1,12
Wholesale,Ragi,OD02,2020-21,projected,2230.91,12
Wholesale,Ragi,OD02,2021-22,projected,2454.0,12
Wholesale,Ragi,OD02,2022-23,projected,2699.4,12
Wholesale,Ragi,OD02,2023-24,projected,2969.34,12
Wholesale,Ragi,OD02,2024-25,projected,3266.28,12
Wholesale,Ragi,OD04,2013-14,published,1300.0,12
Wholesale,Ragi,OD04,2014-15,published,1400.0,12
Wholesale,Ragi,OD04,2015-16,imputed,1678.49,12
Wholesale,Ragi,OD04,2016-17,published,2000.0,12
Wholesale,Ragi,OD04,2017-18,imputed,1949.23,12
Wholesale,Ragi,OD04,2018-19,published,2745.0,12
Wholesale,Ragi,OD04,2019-20,projected,3019.5,12
Wholesale,Ragi,OD04,2020-21,projected,3321.45,12
Wholesale,Ragi,OD04,2021-22,projected,3653.6,12
Wholesale,Ragi,OD04,2022-23,projected,4018.95,12
Wholesale,Ragi,OD04,2023-24,projected,4420.85,12
Wholesale,Ragi,OD04,2024-25,projected,4862.93,12
Wholesale,Ragi,OD06,2013-14,published,1520.0,12
Wholesale,Ragi,OD06,2014-15,published,1560.0,12
Wholesale,Ragi,OD06,2015-16,published,1796.0,12
Wholesale,Ragi,OD06,2016-17,published,1870.0,12
Wholesale,Ragi,OD06,2017-18,imputed,2075.78,12
Wholesale,Ragi,OD06,2018-19,imputed,2908.32,12
Wholesale,Ragi,OD06,2019-20,projected,2114.79,12
Wholesale,Ragi,OD06,2020-21,projected,2326.27,12
Wholesale,Ragi,OD06,2021-22,projected,2558.9,12
Wholesale,Ragi,OD06,2022-23,projected,2814.79,12
Wholesale,Ragi,OD06,2023-24,projected,3096.27,12
Wholesale,Ragi,OD06,2024-25,projected,3405.89,12
Wholesale,Ragi,OD07,2013-14,published,1581.0,12
Wholesale,Ragi,OD07,2014-15,published,1590.0,12
Wholesale,Ragi,OD07,2015-16,published,1757.0,12
Wholesale,Ragi,OD07,2016-17,published,2085.0,12
Wholesale,Ragi,OD07,2017-18,imputed,2153.76,12
Wholesale,Ragi,OD07,2018-19,imputed,3017.57,12
Wholesale,Ragi,OD07,2019-20,projected,2194.24,12
Wholesale,Ragi,OD07,2020-21,projected,2413.66,12
Wholesale,Ragi,OD07,2021-22,projected,2655.03,12
Wholesale,Ragi,OD07,2022-23,projected,2920.53,12
Wholesale,Ragi,OD07,2023-24,projected,3212.59,12
Wholesale,Ragi,OD07,2024-25,projected,3533.84,12
Wholesale,Ragi,OD08,2013-14,imputed,1623.7,12
Wholesale,Ragi,OD08,2014-15,imputed,1702.37,12
Wholesale,Ragi,OD08,2015-16,imputed,1951.55,12
Wholesale,Ragi,OD08,2016-17,published,1967.0,12
Wholesale,Ragi,OD08,2017-18,imputed,2266.33,12
Wholesale,Ragi,OD08,2018-19,published,3375.0,12
Wholesale,Ragi,OD08,2019-20,projected,3712.5,12
Wholesale,Ragi,OD08,2020-21,projected,4083.75,12
Wholesale,Ragi,OD08,2021-22,projected,4492.13,12
Wholesale,Ragi,OD08,2022-23,projected,4941.34,12
Wholesale,Ragi,OD08,2023-24,projected,5435.47,12
Wholesale,Ragi,OD08,2024-25,projected,5979.02,12
Wholesale,Ragi,OD09,2013-14,published,1500.0,12
Wholesale,Ragi,OD09,2014-15,published,1550.0,12
Wholesale,Ragi,OD09,2015-16,published,1746.0,12
Wholesale,Ragi,OD09,2016-17,published,1775.0,12
Wholesale,Ragi,OD09,2017-18,imputed,2025.31,12
Wholesale,Ragi,OD09,2018-19,imputed,2837.61,12
Wholesale,Ragi,OD09,2019-20,projected,2063.38,12
Wholesale,Ragi,OD09,2020-21,projected,2269.71,12
Wholesale,Ragi,OD09,2021-22,projected,2496.69,12
Wholesale,Ragi,OD09,2022-23,projected,2746.35,12
Wholesale,Ragi,OD09,2023-24,projected,3020.99,12
Wholesale,Ragi,OD09,2024-25,projected,3323.09,12
Wholesale,Ragi,OD10,2013-14,published,1393.0,12
Wholesale,Ragi,OD10,2014-15,published,1427.0,12
Wholesale,Ragi,OD10,2015-16,published,1663.0,12
Wholesale,Ragi,OD10,2016-17,published,1820.0,12
Wholesale,Ragi,OD10,2017-18,published,1767.0,12
Wholesale,Ragi,OD10,2018-19,published,3200.0,12
Wholesale,Ragi,OD10,2019-20,projected,3520.0,12
Wholesale,Ragi,OD10,2020-21,projected,3872.0,12
Wholesale,Ragi,OD10,2021-22,projected,4259.2,12
Wholesale,Ragi,OD10,2022-23,projected,4685.12,12
Wholesale,Ragi,OD10,2023-24,projected,5153.63,12
Wholesale,Ragi,OD10,2024-25,projected,5669.0,12
Wholesale,Ragi,OD11,2013-14,published,1375.0,12
Wholesale,Ragi,OD11,2014-15,published,1420.0,12
Wholesale,Ragi,OD11,2015-16,published,1663.0,12
Wholesale,Ragi,OD11,2016-17,published,1780.0,12
Wholesale,Ragi,OD11,2017-18,published,1792.0,12
Wholesale,Ragi,OD11,2018-19,published,3163.0,12
Wholesale,Ragi,OD11,2019-20,projected,3479.3,12
Wholesale,Ragi,OD11,2020-21,projected,3827.23,12
Wholesale,Ragi,OD11,2021-22,projected,4209.95,12
Wholesale,Ragi,OD11,2022-23,projected,4630.95,12
Wholesale,Ragi,OD11,2023-24,projected,5094.04,12
Wholesale,Ragi,OD11,2024-25,projected,5603.45,12
Wholesale,Ragi,OD14,2013-14,imputed,1289.6,12
Wholesale,Ragi,OD14,2014-15,imputed,1352.09,12
Wholesale,Ragi,OD14,2015-16,imputed,1549.99,12
Wholesale,Ragi,OD14,2016-17,imputed,1667.12,12
Wholesale,Ragi,OD14,2017-18,published,1800.0,12
Wholesale,Ragi,OD14,2018-19,imputed,2521.93,12
Wholesale,Ragi,OD14,2019-20,projected,1980.0,12
Wholesale,Ragi,OD14,2020-21,projected,2178.0,12
Wholesale,Ragi,OD14,2021-22,projected,2395.8,12
Wholesale,Ragi,OD14,2022-23,projected,2635.38,12
Wholesale,Ragi,OD14,2023-24,projected,2898.92,12
Wholesale,Ragi,OD14,2024-25,projected,3188.81,12
Wholesale,Ragi,OD15,2013-14,published,1485.0,12
Wholesale,Ragi,OD15,2014-15,published,1530.0,12
Wholesale,Ragi,OD15,2015-16,published,1774.0,12
Wholesale,Ragi,OD15,2016-17,published,2000.0,12
Wholesale,Ragi,OD15,2017-18,published,2000.0,12
Wholesale,Ragi,OD15,2018-19,published,2500.0,12
Wholesale,Ragi,OD15,2019-20,projected,2750.0,12
Wholesale,Ragi,OD15,2020-21,projected,3025.0,12
Wholesale,Ragi,OD15,2021-22,projected,3327.5,12
Wholesale,Ragi,OD15,2022-23,projected,3660.25,12
Wholesale,Ragi,OD15,2023-24,projected,4026.28,12
Wholesale,Ragi,OD15,2024-25,projected,4428.9,12
Wholesale,Ragi,OD16,2013-14,published,1525.0,12
Wholesale,Ragi,OD16,2014-15,published,1575.0,12
Wholesale,Ragi,OD16,2015-16,published,1829.0,12
Wholesale,Ragi,OD16,2016-17,imputed,2015.97,12
Wholesale,Ragi,OD16,2017-18,published,2250.0,12
Wholesale,Ragi,OD16,2018-19,published,3200.0,12
Wholesale,Ragi,OD16,2019-20,projected,3520.0,12
Wholesale,Ragi,OD16,2020-21,projected,3872.0,12
Wholesale,Ragi,OD16,2021-22,projected,4259.2,12
Wholesale,Ragi,OD16,2022-23,projected,4685.12,12
Wholesale,Ragi,OD16,2023-24,projected,5153.63,12
Wholesale,Ragi,OD16,2024-25,projected,5669.0,12
Wholesale,Ragi,OD19,2013-14,published,1555.0,12
Wholesale,Ragi,OD19,2014-15,published,1625.0,12
Wholesale,Ragi,OD19,2015-16,published,1868.0,12
Wholesale,Ragi,OD19,2016-17,imputed,2148.28,12
Wholesale,Ragi,OD19,2017-18,published,2775.0,12
Wholesale,Ragi,OD19,2018-19,imputed,3249.81,12
Wholesale,Ragi,OD19,2019-20,projected,2551.47,12
Wholesale,Ragi,OD19,2020-21,projected,2806.61,12
Wholesale,Ragi,OD19,2021-22,projected,3087.28,12
Wholesale,Ragi,OD19,2022-23,projected,3396.0,12
Wholesale,Ragi,OD19,2023-24,projected,3735.6,12
Wholesale,Ragi,OD19,2024-25,projected,4109.16,12
Wholesale,Ragi,OD20,2013-14,published,1260.0,12
Wholesale,Ragi,OD20,2014-15,published,1450.0,12
Wholesale,Ragi,OD20,2015-16,published,1636.0,12
Wholesale,Ragi,OD20,2016-17,published,1663.0,12
Wholesale,Ragi,OD20,2017-18,published,1745.0,12
Wholesale,Ragi,OD20,2018-19,published,2800.0,12
Wholesale,Ragi,OD20,2019-20,projected,3080.0,12
Wholesale,Ragi,OD20,2020-21,projected,3388.0,12
Wholesale,Ragi,OD20,2021-22,projected,3726.8,12
Wholesale,Ragi,OD20,2022-23,projected,4099.48,12
Wholesale,Ragi,OD20,2023-24,projected,4509.43,12
Wholesale,Ragi,OD20,2024-25,projected,4960.37,12
Wholesale,Ragi,OD21,2013-14,published,1600.0,12
Wholesale,Ragi,OD21,2014-15,published,1600.0,12
Wholesale,Ragi,OD21,2015-16,published,1621.0,12
Wholesale,Ragi,OD21,2016-17,published,1725.0,12
Wholesale,Ragi,OD21,2017-18,published,1867.0,12
Wholesale,Ragi,OD21,2018-19,published,2500.0,12
Wholesale,Ragi,OD21,2019-20,projected,2750.0,12
Wholesale,Ragi,OD21,2020-21,projected,3025.0,12
Wholesale,Ragi,OD21,2021-22,projected,3327.5,12
Wholesale,Ragi,OD21,2022-23,projected,3660.25,12
Wholesale,Ragi,OD21,2023-24,projected,4026.28,12
Wholesale,Ragi,OD21,2024-25,projected,4428.9,12
Wholesale,Ragi,OD22,2013-14,imputed,1636.34,12
Wholesale,Ragi,OD22,2014-15,imputed,1715.62,12
Wholesale,Ragi,OD22,2015-16,imputed,1966.74,12
Wholesale,Ragi,OD22,2016-17,imputed,2115.36,12
Wholesale,Ragi,OD22,2017-18,imputed,2283.97,12
Wholesale,Ragi,OD22,2018-19,published,3200.0,12
Wholesale,Ragi,OD22,2019-20,projected,3520.0,12
Wholesale,Ragi,OD22,2020-21,projected,3872.0,12
Wholesale,Ragi,OD22,2021-22,projected,4259.2,12
Wholesale,Ragi,OD22,2022-23,projected,4685.12,12
Wholesale,Ragi,OD22,2023-24,projected,5153.63,12
Wholesale,Ragi,OD22,2024-25,projected,5669.0,12
Wholesale,Ragi,OD23,2013-14,published,1500.0,12
Wholesale,Ragi,OD23,2014-15,published,1533.0,12
Wholesale,Ragi,OD23,2015-16,published,1760.0,12
Wholesale,Ragi,OD23,2016-17,published,1933.0,12
Wholesale,Ragi,OD23,2017-18,published,2029.0,12
Wholesale,Ragi,OD23,2018-19,published,2800.0,12
Wholesale,Ragi,OD23,2019-20,projected,3080.0,12
Wholesale,Ragi,OD23,2020-21,projected,3388.0,12
Wholesale,Ragi,OD23,2021-22,projected,3726.8,12
Wholesale,Ragi,OD23,2022-23,projected,4099.48,12
Wholesale,Ragi,OD23,2023-24,projected,4509.43,12
Wholesale,Ragi,OD23,2024-25,projected,4960.37,12
Wholesale,Ragi,OD24,2013-14,published,1550.0,12
Wholesale,Ragi,OD24,2014-15,published,1620.0,12
Wholesale,Ragi,OD24,2015-16,published,1857.0,12
Wholesale,Ragi,OD24,2016-17,published,2200.0,12
Wholesale,Ragi,OD24,2017-18,published,2275.0,12
Wholesale,Ragi,OD24,2018-19,published,3000.0,12
Wholesale,Ragi,OD24,2019-20,projected,3300.0,12
Wholesale,Ragi,OD24,2020-21,projected,3630.0,12
Wholesale,Ragi,OD24,2021-22,projected,3993.0,12
Wholesale,Ragi,OD24,2022-23,projected,4392.3,12
Wholesale,Ragi,OD24,2023-24,projected,4831.53,12
Wholesale,Ragi,OD24,2024-25,projected,5314.68,12
Wholesale,Ragi,OD25,2013-14,published,1500.0,12
Wholesale,Ragi,OD25,2014-15,published,1575.0,12
Wholesale,Ragi,OD25,2015-16,published,1824.0,12
Wholesale,Ragi,OD25,2016-17,published,1750.0,12
Wholesale,Ragi,OD25,2017-18,published,1900.0,12
Wholesale,Ragi,OD25,2018-19,published,2700.0,12
Wholesale,Ragi,OD25,2019-20,projected,2970.0,12
Wholesale,Ragi,OD25,2020-21,projected,3267.0,12
Wholesale,Ragi,OD25,2021-22,projected,3593.7,12
Wholesale,Ragi,OD25,2022-23,projected,3953.07,12
Wholesale,Ragi,OD25,2023-24,projected,4348.38,12
Wholesale,Ragi,OD25,2024-25,projected,4783.21,12
Wholesale,Ragi,OD26,2013-14,published,1600.0,12
Wholesale,Ragi,OD26,2014-15,published,1620.0,12
Wholesale,Ragi,OD26,2015-16,published,1885.0,12
Wholesale,Ragi,OD26,2016-17,imputed,2102.18,12
Wholesale,Ragi,OD26,2017-18,published,2500.0,12
Wholesale,Ragi,OD26,2018-19,imputed,3180.07,12
Wholesale,Ragi,OD26,2019-20,projected,2496.71,12
Wholesale,Ragi,OD26,2020-21,projected,2746.38,12
Wholesale,Ragi,OD26,2021-22,projected,3021.02,12
Wholesale,Ragi,OD26,2022-23,projected,3323.13,12
Wholesale,Ragi,OD26,2023-24,projected,3655.44,12
Wholesale,Ragi,OD26,2024-25,projected,4020.98,12
Wholesale,Ragi,OD27,2013-14,published,1334.0,12
Wholesale,Ragi,OD27,2014-15,published,1500.0,12
Wholesale,Ragi,OD27,2015-16,published,1829.0,12
Wholesale,Ragi,OD27,2016-17,published,1802.0,12
Wholesale,Ragi,OD27,2017-18,published,1944.0,12
Wholesale,Ragi,OD27,2018-19,published,2868.0,12
Wholesale,Ragi,OD27,2019-20,projected,3154.8,12
Wholesale,Ragi,OD27,2020-21,projected,3470.28,12
Wholesale,Ragi,OD27,2021-22,projected,3817.31,12
Wholesale,Ragi,OD27,2022-23,projected,4199.04,12
Wholesale,Ragi,OD27,2023-24,projected,4618.94,12
Wholesale,Ragi,OD27,2024-25,projected,5080.84,12
Wholesale,Ragi,OD28,2013-14,published,1524.0,12
Wholesale,Ragi,OD28,2014-15,published,1650.0,12
Wholesale,Ragi,OD28,2015-16,published,1846.0,12
Wholesale,Ragi,OD28,2016-17,published,2337.0,12
Wholesale,Ragi,OD28,2017-18,published,2403.0,12
Wholesale,Ragi,OD28,2018-19,published,2633.0,12
Wholesale,Ragi,OD28,2019-20,projected,2896.3,12
Wholesale,Ragi,OD28,2020-21,projected,3185.93,12
Wholesale,Ragi,OD28,2021-22,projected,3504.52,12
Wholesale,Ragi,OD28,2022-23,projected,3854.98,12
Wholesale,Ragi,OD28,2023-24,projected,4240.47,12
Wholesale,Ragi,OD28,2024-25,projected,4664.52,12
Wholesale,Ragi,OD29,2013-14,published,1760.0,12
Wholesale,Ragi,OD29,2014-15,published,1770.0,12
Wholesale,Ragi,OD29,2015-16,published,1907.0,12
Wholesale,Ragi,OD29,2016-17,published,2000.0,12
Wholesale,Ragi,OD29,2017-18,imputed,2296.73,12
Wholesale,Ragi,OD29,2018-19,imputed,3217.89,12
Wholesale,Ragi,OD29,2019-20,projected,2339.9,12
Wholesale,Ragi,OD29,2020-21,projected,2573.89,12
Wholesale,Ragi,OD29,2021-22,projected,2831.28,12
Wholesale,Ragi,OD29,2022-23,projected,3114.41,12
Wholesale,Ragi,OD29,2023-24,projected,3425.85,12
Wholesale,Ragi,OD29,2024-25,projected,3768.43,12
Wholesale,Ragi,OD30,2013-14,imputed,1410.61,12
Wholesale,Ragi,OD30,2014-15,imputed,1478.96,12
Wholesale,Ragi,OD30,2015-16,imputed,1695.43,12
Wholesale,Ragi,OD30,2016-17,imputed,1823.55,12
Wholesale,Ragi,OD30,2017-18,published,2000.0,12
Wholesale,Ragi,OD30,2018-19,published,2715.0,12
Wholesale,Ragi,OD30,2019-20,projected,2986.5,12
Wholesale,Ragi,OD30,2020-21,projected,3285.15,12
Wholesale,Ragi,OD30,2021-22,projected,3613.67,12
Wholesale,Ragi,OD30,2022-23,projected,3975.03,12
Wholesale,Ragi,OD30,2023-24,projected,4372.53,12
Wholesale,Ragi,OD30,2024-25,projected,4809.79,12
Wholesale,Sugarcane,OD01,2013-14,published,230.0,12
Wholesale,Sugarcane,OD01,2014-15,published,261.0,12
Wholesale,Sugarcane,OD01,2015-16,published,274.0,12
Wholesale,Sugarcane,OD01,2016-17,published,310.0,12
Wholesale,Sugarcane,OD01,2017-18,published,320.0,12
Wholesale,Sugarcane,OD01,2018-19,published,296.0,12
Wholesale,Sugarcane,OD01,2019-20,projected,325.6,12
Wholesale,Sugarcane,OD01,2020-21,projected,358.16,12
Wholesale,Sugarcane,OD01,2021-22,projected,393.98,12
Wholesale,Sugarcane,OD01,2022-23,projected,433.37,12
Wholesale,Sugarcane,OD01,2023-24,projected,476.71,12
Wholesale,Sugarcane,OD01,2024-25,projected,524.38,12
Wholesale,Sugarcane,OD02,2013-14,published,196.0,12
Wholesale,Sugarcane,OD02,2014-15,published,240.0,12
Wholesale,Sugarcane,OD02,2015-16,published,251.0,12
Wholesale,Sugarcane,OD02,2016-17,published,285.0,12
Wholesale,Sugarcane,OD02,2017-18,published,290.0,12
Wholesale,Sugarcane,OD02,2018-19,published,290.0,12
Wholesale,Sugarcane,OD02,2019-20,projected,319.0,12
Wholesale,Sugarcane,OD02,2020-21,projected,350.9,12
Wholesale,Sugarcane,OD02,2021-22,projected,385.99,12
Wholesale,Sugarcane,OD02,2022-23,projected,424.59,12
Wholesale,Sugarcane,OD02,2023-24,projected,467.05,12
Wholesale,Sugarcane,OD02,2024-25,projected,513.75,12
Wholesale,Sugarcane,OD03,2013-14,imputed,223.26,12
Wholesale,Sugarcane,OD03,2014-15,published,255.0,12
Wholesale,Sugarcane,OD03,2015-16,published,265.0,12
Wholesale,Sugarcane,OD03,2016-17,published,300.0,12
Wholesale,Sugarcane,OD03,2017-18,published,308.0,12
Wholesale,Sugarcane,OD03,2018-19,published,461.0,12
Wholesale,Sugarcane,OD03,2019-20,projected,507.1,12
Wholesale,Sugarcane,OD03,2020-21,projected,557.81,12
Wholesale,Sugarcane,OD03,2021-22,projected,613.59,12
Wholesale,Sugarcane,OD03,2022-23,projected,674.95,12
Wholesale,Sugarcane,OD03,2023-24,projected,742.45,12
Wholesale,Sugarcane,OD03,2024-25,projected,816.69,12
Wholesale,Sugarcane,OD04,2013-14,published,185.0,12
Wholesale,Sugarcane,OD04,2014-15,published,226.0,12
Wholesale,Sugarcane,OD04,2015-16,published,239.0,12
Wholesale,Sugarcane,OD04,2016-17,published,260.0,12
Wholesale,Sugarcane,OD04,2017-18,published,270.0,12
Wholesale,Sugarcane,OD04,2018-19,published,348.0,12
Wholesale,Sugarcane,OD04,2019-20,projected,382.8,12
Wholesale,Sugarcane,OD04,2020-21,projected,421.08,12
Wholesale,Sugarcane,OD04,2021-22,projected,463.19,12
Wholesale,Sugarcane,OD04,2022-23,projected,509.51,12
Wholesale,Sugarcane,OD04,2023-24,projected,560.46,12
Wholesale,Sugarcane,OD04,2024-25,projected,616.5,12
Wholesale,Sugarcane,OD05,2013-14,imputed,218.76,12
Wholesale,Sugarcane,OD05,2014-15,published,255.0,12
Wholesale,Sugarcane,OD05,2015-16,published,263.0,12
Wholesale,Sugarcane,OD05,2016-17,published,300.0,12
Wholesale,Sugarcane,OD05,2017-18,published,319.0,12
Wholesale,Sugarcane,OD05,2018-19,published,408.0,12
Wholesale,Sugarcane,OD05,2019-20,projected,448.8,12
Wholesale,Sugarcane,OD05,2020-21,projected,493.68,12
